order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,tax_amount,total_amount,payment_method,order_status,shipping_method,sales_channel,coupon_code,delivery_days,customer_rating
75276990,651126,2025-11-15,Fashion,Classic Jeans,2,64.61,24,129.22,0.0,19.64,117.85,Credit Card,Delivered,Standard,Website,,6,5
94377209,889635,2025-02-23,Electronics,Mechanical Keyboard,1,91.07,22,91.07,5.9,14.21,91.14,Credit Card,Delivered,Standard,Website,,7,4
41688051,422472,2025-12-17,Books & Office,Office Chair,1,172.78,31,172.78,0.0,23.84,143.06,Credit Card,Delivered,Pickup,Mobile App,VIP20,1,4
46700172,441490,2025-08-04,Books & Office,Data Analytics Book,2,43.29,2,86.58,0.0,16.97,101.82,Credit Card,Delivered,Pickup,Website,VIP20,2,4
96099502,167359,2024-06-17,Home & Kitchen,Coffee Maker,5,99.43,4,497.15,0.0,95.45,572.71,Credit Card,Delivered,Standard,Mobile App,SAVE15,5,4
42548539,388402,2024-11-23,Books & Office,Data Analytics Book,2,40.82,34,81.64,0.0,10.78,64.66,Credit Card,Delivered,Pickup,Mobile App,FREESHIP,1,5
20747896,676297,2025-02-22,Electronics,Smart Watch,2,169.6,19,339.2,0.0,21.16,295.91,Credit Card,Delivered,Standard,Mobile App,VIP20,6,5
17207827,982524,2025-12-08,Electronics,Mechanical Keyboard,1,95.62,6,95.62,5.9,13.48,109.26,PayPal,Delivered,Standard,Website,VIP20,4,4
37644546,478691,2025-12-02,Beauty,Hair Dryer,1,56.32,24,56.32,12.9,8.56,64.26,Bank Transfer,Delivered,Express,Mobile App,WELCOME10,1,4
10863392,334627,2025-08-02,Beauty,Perfume,1,87.15,15,87.15,5.9,14.82,0.0,PayPal,Cancelled,Standard,Marketplace,,,
46736045,778915,2025-11-21,Home & Kitchen,Desk Lamp,2,50.88,26,101.76,5.9,15.06,96.26,Bank Transfer,Delivered,Standard,Mobile App,,6,5
37520963,569244,2025-11-21,Electronics,USB-C Hub,1,49.73,6,49.73,5.9,9.35,62.0,Credit Card,Delivered,Standard,Website,FREESHIP,5,4
47825061,270734,2025-11-12,Fashion,Backpack,1,81.97,11,81.97,5.9,14.59,93.44,Credit Card,Delivered,Standard,Mobile App,VIP20,6,4
92849108,633842,2025-04-06,Fashion,Winter Jacket,1,200.45,4,200.45,12.9,14.82,220.15,Google Pay,Delayed,Express,Mobile App,,4,2
17278951,927285,2025-12-24,Sports,Yoga Mat,2,34.21,6,68.42,5.9,4.95,75.16,Bank Transfer,Delivered,Standard,Mobile App,,5,
98185500,606428,2025-01-25,Sports,Cycling Helmet,2,77.79,4,155.58,12.9,29.87,192.13,Credit Card,Delivered,Express,Mobile App,FREESHIP,2,4
43064055,471028,2025-10-29,Electronics,Mechanical Keyboard,1,105.48,10,105.48,12.9,18.99,126.82,Credit Card,Delivered,Express,Mobile App,VIP20,1,5
58313707,596680,2024-11-24,Books & Office,Ergonomic Mouse,1,55.83,13,55.83,5.9,9.71,64.18,Apple Pay,Delivered,Standard,Mobile App,,5,5
47031428,748246,2025-06-24,Sports,Resistance Bands,1,32.47,10,32.47,12.9,5.84,47.96,Bank Transfer,Delivered,Express,Website,SAVE15,2,4
27599088,883353,2025-12-29,Electronics,USB-C Hub,1,47.88,24,47.88,12.9,7.28,56.57,Credit Card,Delivered,Express,Website,,1,5
25072966,900924,2025-08-04,Sports,Cycling Helmet,5,79.53,10,397.65,0.0,71.58,429.46,Bank Transfer,Delivered,Standard,Mobile App,SAVE15,6,4
53877198,287149,2025-07-24,Sports,Resistance Bands,1,36.32,4,36.32,5.9,6.97,47.74,PayPal,Delivered,Standard,Website,FREESHIP,5,4
13083483,503336,2025-11-19,Fashion,Running Shoes,2,96.88,29,193.76,0.0,27.51,0.0,Credit Card,Cancelled,Pickup,Marketplace,SAVE15,,
99811684,681133,2024-09-28,Home & Kitchen,Cookware Set,2,152.31,12,304.62,12.9,40.21,321.18,PayPal,Delivered,Express,Website,,2,4
19846515,204963,2025-12-22,Books & Office,Monitor Stand,2,49.42,4,98.84,5.9,18.98,119.77,Credit Card,Delivered,Standard,Mobile App,,4,5
65915706,748344,2025-12-06,Fashion,Backpack,1,77.98,9,77.98,5.9,14.19,91.05,Credit Card,Delivered,Standard,Marketplace,,7,5
25836560,524502,2025-07-23,Fashion,Cotton Hoodie,2,62.53,19,125.06,12.9,20.26,134.46,Credit Card,Delivered,Express,Mobile App,VIP20,2,3
91301398,864761,2025-11-14,Home & Kitchen,Cookware Set,2,144.74,31,289.48,0.0,39.95,239.69,Credit Card,Delivered,Standard,Mobile App,WELCOME10,3,4
66043097,953532,2025-08-10,Home & Kitchen,Desk Lamp,1,57.57,15,57.57,5.9,9.79,64.62,Credit Card,Delivered,Standard,Mobile App,,5,4
49179702,624376,2025-04-08,Books & Office,Office Chair,1,219.69,34,219.69,12.9,29.0,186.9,Credit Card,Delivered,Express,Website,,1,4
50847547,180406,2025-09-02,Books & Office,Office Chair,2,207.49,4,414.98,0.0,79.68,478.06,Credit Card,Delivered,Standard,Website,,2,4
10689222,632816,2025-06-01,Fashion,Backpack,2,88.8,20,177.6,0.0,28.42,170.5,Credit Card,Delivered,Standard,Website,FREESHIP,4,4
71569946,767194,2025-08-31,Fashion,Winter Jacket,3,163.82,0,491.46,0.0,73.72,565.18,Apple Pay,Delivered,Standard,Mobile App,,3,5
90878144,218256,2025-12-18,Electronics,Bluetooth Speaker,1,65.05,4,65.05,5.9,12.49,80.84,Credit Card,Delivered,Standard,Website,WELCOME10,4,5
35087983,130614,2025-02-16,Sports,Resistance Bands,1,37.49,12,37.49,12.9,6.6,52.49,Credit Card,Delivered,Express,Website,,4,4
23674113,215775,2025-12-12,Books & Office,Office Chair,1,204.93,14,204.93,12.9,35.25,224.39,Google Pay,Delivered,Express,Website,SAVE15,3,5
18565055,686999,2025-07-29,Beauty,Perfume,1,75.8,19,75.8,5.9,12.28,79.58,Google Pay,Delivered,Standard,Marketplace,,9,4
59179557,283269,2025-03-19,Home & Kitchen,Desk Lamp,1,51.9,19,51.9,5.9,3.24,51.18,Credit Card,Returned,Standard,Website,SAVE15,5,
75018213,974572,2025-08-19,Fashion,Backpack,3,74.25,20,222.75,0.0,35.64,213.84,Credit Card,Delivered,Standard,Website,,4,4
63449542,215222,2025-11-25,Fashion,Running Shoes,1,97.86,13,97.86,5.9,17.03,108.07,Credit Card,Delivered,Standard,Marketplace,FREESHIP,4,4
55351253,119473,2025-05-18,Beauty,Skin Care Set,3,98.66,5,295.98,0.0,56.24,337.42,Credit Card,Delivered,Standard,Website,SAVE15,3,3
49367681,606510,2024-07-25,Electronics,USB-C Hub,3,42.74,4,128.22,0.0,24.62,147.71,Credit Card,Returned,Standard,Mobile App,,3,
96682569,190935,2025-09-09,Sports,Resistance Bands,2,26.8,0,53.6,5.9,10.72,70.22,Credit Card,Delivered,Standard,Marketplace,,3,4
86897871,633842,2024-06-08,Fashion,Backpack,1,78.22,24,78.22,5.9,4.58,69.93,Apple Pay,Returned,Standard,Website,FREESHIP,5,
75502107,329367,2025-04-17,Electronics,USB-C Hub,2,43.14,22,86.28,12.9,10.09,90.29,Bank Transfer,Delivered,Express,Website,,2,5
21998452,801451,2025-11-18,Electronics,Bluetooth Speaker,1,74.51,4,74.51,0.0,10.73,82.26,Bank Transfer,Delivered,Pickup,Website,,1,5
80892921,225018,2025-05-12,Electronics,Wireless Headphones,3,87.05,10,261.15,0.0,47.01,0.0,PayPal,Cancelled,Standard,Mobile App,WELCOME10,,
50589934,272706,2025-05-14,Home & Kitchen,Desk Lamp,1,50.13,15,50.13,0.0,8.52,51.13,Bank Transfer,Returned,Pickup,Website,FREESHIP,1,
78073431,110106,2025-05-25,Fashion,Running Shoes,1,113.96,0,113.96,5.9,22.79,142.65,Credit Card,Delivered,Standard,Website,,5,5
70781765,857434,2025-04-03,Books & Office,Ergonomic Mouse,1,56.21,2,56.21,12.9,11.02,79.01,PayPal,Delivered,Express,Mobile App,,1,4
34582506,801451,2025-11-18,Home & Kitchen,Air Fryer,2,141.92,14,283.84,0.0,36.61,280.71,Google Pay,Delivered,Standard,Mobile App,,4,4
67621175,363608,2024-12-26,Beauty,Electric Toothbrush,1,76.42,26,76.42,5.9,11.31,73.76,Credit Card,Delivered,Standard,Marketplace,VIP20,5,4
36923659,888237,2025-09-09,Fashion,Running Shoes,1,114.61,2,114.61,5.9,22.46,140.68,Credit Card,Returned,Standard,Website,,6,
87780314,225761,2025-08-30,Fashion,Winter Jacket,1,148.68,4,148.68,0.0,28.55,171.28,PayPal,Returned,Pickup,Mobile App,,1,
25528224,871400,2024-12-31,Home & Kitchen,Blender,1,80.81,21,80.81,5.9,12.77,82.51,Bank Transfer,Delivered,Standard,Mobile App,,6,5
30758596,552681,2024-10-11,Sports,Resistance Bands,2,30.17,0,60.34,5.9,4.65,70.89,Apple Pay,Delivered,Standard,Website,,6,5
20614869,276189,2025-05-01,Home & Kitchen,Air Fryer,1,129.33,25,129.33,0.0,19.4,116.4,Credit Card,Delivered,Standard,Website,FREESHIP,4,5
70480631,719528,2025-03-15,Beauty,Perfume,1,90.05,12,90.05,5.9,15.85,100.99,Credit Card,Delivered,Standard,Mobile App,FREESHIP,5,4
22068977,247992,2024-11-03,Electronics,Bluetooth Speaker,1,65.35,4,65.35,0.0,12.55,0.0,PayPal,Cancelled,Pickup,Marketplace,VIP20,,
99677556,247992,2024-10-22,Books & Office,Ergonomic Mouse,1,55.03,20,55.03,5.9,8.8,58.72,Credit Card,Delivered,Standard,Mobile App,SAVE15,5,5
25616575,927285,2025-12-06,Home & Kitchen,Desk Lamp,1,49.45,26,49.45,12.9,2.82,52.31,Credit Card,Delivered,Express,Website,SAVE15,2,3
30710831,436058,2025-12-09,Fashion,Winter Jacket,4,171.18,9,684.72,0.0,124.62,747.72,Credit Card,Delivered,Standard,Website,FREESHIP,4,3
27745672,104473,2025-01-12,Home & Kitchen,Cookware Set,1,173.06,2,173.06,0.0,33.92,203.52,Google Pay,Delivered,Standard,Website,,4,5
64186970,417298,2025-12-15,Beauty,Perfume,1,99.87,24,99.87,5.9,15.18,96.98,Credit Card,Delayed,Standard,Mobile App,VIP20,7,3
82114506,105502,2025-12-03,Books & Office,Office Chair,1,206.89,6,206.89,0.0,38.9,233.38,Credit Card,Delivered,Standard,Website,WELCOME10,6,5
34352897,694215,2025-11-15,Beauty,Skin Care Set,2,88.72,29,177.44,0.0,25.2,151.18,Credit Card,Delivered,Pickup,Mobile App,,1,4
23283696,385226,2025-04-13,Home & Kitchen,Blender,1,71.55,7,71.55,5.9,13.31,85.75,Apple Pay,Delivered,Standard,Website,SAVE15,2,4
10792917,474664,2025-09-03,Home & Kitchen,Air Fryer,3,123.06,0,369.18,12.9,73.84,455.92,Credit Card,Delivered,Express,Website,,1,4
49559578,860337,2025-04-28,Electronics,Mechanical Keyboard,1,103.55,0,103.55,5.9,20.71,130.16,PayPal,Delivered,Standard,Website,,3,4
71716983,811213,2024-11-25,Fashion,Backpack,1,72.76,9,72.76,5.9,13.24,85.35,Credit Card,Delivered,Standard,Website,WELCOME10,4,5
74062184,401624,2024-12-17,Books & Office,Office Chair,1,214.0,4,214.0,12.9,41.09,259.43,Credit Card,Delivered,Express,Mobile App,SAVE15,2,5
42832856,908200,2025-04-26,Sports,Fitness Tracker,1,83.88,7,83.88,5.9,15.6,99.51,Bank Transfer,Delivered,Standard,Website,,3,4
93465942,581771,2025-12-13,Electronics,Wireless Headphones,1,83.88,16,83.88,12.9,14.09,97.45,Credit Card,Delivered,Express,Website,,1,4
14093505,806299,2024-10-21,Electronics,Bluetooth Speaker,1,71.13,14,71.13,5.9,12.23,79.3,Credit Card,Delivered,Standard,Website,,3,5
45631379,672950,2025-10-04,Fashion,Winter Jacket,1,174.21,17,174.21,0.0,28.92,173.51,Credit Card,Delivered,Standard,Website,,5,5
97543717,614194,2025-03-31,Fashion,Running Shoes,2,103.28,0,206.56,0.0,30.98,0.0,Apple Pay,Cancelled,Standard,Mobile App,,,
54887803,265689,2025-05-16,Fashion,Backpack,1,79.45,7,79.45,5.9,11.08,90.87,PayPal,Delivered,Standard,Mobile App,,4,3
26208457,627996,2024-10-19,Beauty,Electric Toothbrush,2,85.16,17,170.32,0.0,21.21,162.58,Credit Card,Delivered,Standard,Website,WELCOME10,5,4
76462905,447274,2025-12-27,Fashion,Classic Jeans,1,64.93,14,64.93,5.9,11.17,72.91,Credit Card,Delivered,Standard,Marketplace,,4,5
82247210,217277,2024-12-17,Fashion,Cotton Hoodie,1,63.87,8,63.87,5.9,11.75,76.41,PayPal,Delayed,Standard,Marketplace,WELCOME10,7,4
21017754,252422,2024-11-10,Electronics,Smart Watch,1,162.12,13,162.12,0.0,28.21,0.0,PayPal,Cancelled,Standard,Mobile App,FREESHIP,,
98356659,801451,2025-12-03,Books & Office,Monitor Stand,1,43.74,14,43.74,12.9,5.64,56.16,Bank Transfer,Returned,Express,Website,VIP20,1,
98934970,831444,2025-08-10,Beauty,Electric Toothbrush,3,76.81,2,230.43,0.0,45.16,270.98,Credit Card,Delivered,Standard,Website,,2,4
89489120,447274,2025-10-15,Beauty,Electric Toothbrush,2,78.6,10,157.2,0.0,28.3,169.78,Credit Card,Delivered,Standard,Mobile App,,4,4
39282301,372597,2025-07-09,Fashion,Classic Jeans,1,67.56,9,67.56,5.9,12.3,79.68,Bank Transfer,Delivered,Standard,Mobile App,SAVE15,5,5
79239514,287149,2025-10-22,Books & Office,Ergonomic Mouse,1,53.77,17,53.77,5.9,8.93,59.46,Google Pay,Delivered,Standard,Website,SAVE15,3,3
15933640,951634,2024-09-15,Beauty,Makeup Kit,1,63.24,29,63.24,12.9,8.98,0.0,PayPal,Cancelled,Express,Marketplace,SAVE15,,
39042593,881023,2025-01-20,Home & Kitchen,Air Fryer,1,113.49,2,113.49,5.9,22.24,139.36,PayPal,Delivered,Standard,Website,SAVE15,3,5
94303079,674593,2025-08-05,Books & Office,Data Analytics Book,1,40.93,12,40.93,5.9,7.2,49.12,Bank Transfer,Delivered,Standard,Mobile App,,4,5
63314978,953413,2024-05-27,Beauty,Makeup Kit,1,61.62,4,61.62,5.9,11.83,76.89,Credit Card,Delivered,Standard,Mobile App,VIP20,5,5
55442025,747145,2025-12-03,Electronics,Mechanical Keyboard,1,106.71,24,106.71,12.9,16.22,110.22,Credit Card,Delivered,Express,Mobile App,WELCOME10,2,5
20936233,878684,2025-11-04,Sports,Dumbbell Set,1,101.89,21,101.89,12.9,16.1,0.0,Google Pay,Cancelled,Express,Website,FREESHIP,,
36913533,934753,2025-02-17,Electronics,Mechanical Keyboard,1,108.04,2,108.04,5.9,21.18,132.96,Credit Card,Delivered,Standard,Website,SAVE15,4,4
72108180,780313,2024-12-11,Sports,Dumbbell Set,1,112.46,21,112.46,5.9,17.77,112.51,Credit Card,Delivered,Standard,Marketplace,,3,4
98892874,167359,2024-07-24,Beauty,Perfume,1,78.4,6,78.4,12.9,14.74,101.34,Credit Card,Delivered,Express,Mobile App,,1,4
86756657,301022,2024-06-18,Fashion,Cotton Hoodie,2,54.73,15,109.46,5.9,18.61,117.55,Bank Transfer,Delivered,Standard,Website,,6,5
37736051,995696,2025-08-15,Electronics,Bluetooth Speaker,1,58.86,15,58.86,5.9,7.5,63.43,,Delivered,Standard,Website,SAVE15,4,
80563039,821465,2025-09-27,Beauty,Skin Care Set,1,85.26,10,85.26,5.9,15.35,97.98,Credit Card,Delivered,Standard,Website,,4,5
66605007,272038,2025-11-28,Beauty,Makeup Kit,2,64.34,19,128.68,0.0,20.85,125.08,Apple Pay,Delivered,Pickup,Marketplace,,1,4
53282363,270516,2025-07-29,Electronics,Mechanical Keyboard,1,92.97,2,92.97,5.9,7.02,104.03,Bank Transfer,Returned,Standard,Website,SAVE15,4,
90609093,799337,2025-08-21,Sports,Yoga Mat,1,38.86,7,38.86,12.9,7.23,56.27,Credit Card,Delivered,Express,Marketplace,,1,5
62939375,329367,2025-05-18,Beauty,Electric Toothbrush,2,81.89,12,163.78,0.0,21.62,165.75,Apple Pay,Delivered,Standard,Website,SAVE15,5,5
97124213,215775,2025-12-07,Fashion,Classic Jeans,3,68.28,9,204.84,0.0,37.28,223.68,Credit Card,Delivered,Standard,Mobile App,,6,3
86860177,934753,2025-07-05,Books & Office,Ergonomic Mouse,1,51.02,24,51.02,12.9,7.76,59.44,Google Pay,Delivered,Express,Website,,3,4
16941787,600680,2025-12-03,Home & Kitchen,Cookware Set,3,159.85,11,479.55,0.0,85.36,512.16,Credit Card,Delivered,Standard,Website,FREESHIP,4,4
92480838,746525,2025-12-23,Fashion,Cotton Hoodie,1,62.21,4,62.21,5.9,11.94,77.56,Bank Transfer,Returned,Standard,Mobile App,,6,
75359792,225761,2025-12-09,Beauty,Electric Toothbrush,4,71.53,8,286.12,0.0,52.65,315.88,Google Pay,Delivered,Standard,Mobile App,WELCOME10,5,3
20252152,666728,2024-09-08,Home & Kitchen,Coffee Maker,2,103.61,32,207.22,0.0,28.18,169.09,Credit Card,Delivered,Standard,Mobile App,WELCOME10,5,3
24058429,549554,2025-05-19,Electronics,USB-C Hub,1,49.98,14,49.98,5.9,8.6,57.48,PayPal,Delivered,Standard,Mobile App,,4,5
89766891,703633,2025-06-21,Sports,Dumbbell Set,1,100.99,5,100.99,5.9,19.19,121.03,Credit Card,Delivered,Standard,Website,VIP20,3,
85920113,974572,2025-08-05,Beauty,Hair Dryer,1,56.6,10,56.6,5.9,10.19,67.03,Apple Pay,Delivered,Standard,Website,WELCOME10,1,3
56972243,596680,2025-01-22,Electronics,USB-C Hub,2,44.11,16,88.22,5.9,14.82,94.82,PayPal,Delivered,Standard,Website,VIP20,4,5
66898530,487033,2025-03-09,Beauty,Electric Toothbrush,1,72.06,5,72.06,5.9,13.69,88.05,Credit Card,Delivered,Standard,Mobile App,,6,4
55238708,857800,2024-10-23,Books & Office,Ergonomic Mouse,3,55.96,15,167.88,0.0,10.99,153.69,Bank Transfer,Delivered,Standard,Website,FREESHIP,5,4
87277085,445918,2025-06-21,Fashion,Winter Jacket,2,174.89,2,349.78,12.9,68.56,424.24,Credit Card,Delivered,Express,Mobile App,,4,3
41444113,883353,2025-12-31,Books & Office,Data Analytics Book,1,39.18,19,39.18,5.9,6.35,43.99,PayPal,Delivered,Standard,Website,,6,4
44436828,270516,2025-12-01,Home & Kitchen,Cookware Set,1,173.22,19,173.22,12.9,10.8,164.01,Bank Transfer,Delivered,Express,Mobile App,VIP20,2,4
64090754,999021,2025-04-21,Beauty,Skin Care Set,1,92.55,12,92.55,5.9,16.29,103.63,Credit Card,Delivered,Standard,Mobile App,FREESHIP,5,3
43823641,287149,2025-04-28,Fashion,Winter Jacket,1,171.41,27,171.41,0.0,25.03,150.16,Credit Card,Delivered,Standard,Mobile App,WELCOME10,3,5
72173342,900924,2025-07-19,Electronics,USB-C Hub,2,39.14,2,78.28,5.9,15.34,97.95,Credit Card,Returned,Standard,Website,,4,
59902352,807947,2025-08-19,Beauty,Skin Care Set,2,89.48,15,178.96,12.9,22.82,187.84,Credit Card,Delivered,Express,Mobile App,SAVE15,2,4
99299523,733644,2025-09-23,Beauty,Hair Dryer,1,68.63,12,68.63,5.9,12.08,78.37,Credit Card,Delivered,Standard,Mobile App,,4,4
84796319,525369,2024-03-02,Electronics,USB-C Hub,4,50.63,7,202.52,0.0,37.67,226.01,Apple Pay,Delayed,Standard,Mobile App,FREESHIP,9,3
99963376,900129,2025-12-31,Fashion,Winter Jacket,2,194.25,19,388.5,0.0,62.94,377.63,Credit Card,Delivered,Standard,Mobile App,SAVE15,5,5
97053437,913479,2024-10-07,Electronics,Bluetooth Speaker,2,69.88,0,139.76,0.0,27.95,167.71,Credit Card,Delivered,Standard,Marketplace,,6,5
24987650,651126,2025-11-11,Books & Office,Notebook Set,2,21.27,4,42.54,5.9,8.17,54.91,Credit Card,Delivered,Standard,Mobile App,SAVE15,6,4
33923489,433309,2025-12-29,Electronics,Mechanical Keyboard,1,112.35,14,112.35,12.9,19.32,128.84,Credit Card,Delivered,Express,Website,SAVE15,1,5
12958555,179027,2024-10-18,Electronics,Bluetooth Speaker,1,67.89,9,67.89,5.9,12.36,80.04,Credit Card,Delivered,Standard,Mobile App,,5,3
54062402,511732,2025-06-05,Home & Kitchen,Cookware Set,1,164.5,2,164.5,0.0,32.24,193.45,Google Pay,Delivered,Standard,Mobile App,,4,4
26895559,401774,2025-12-16,Beauty,Makeup Kit,4,54.18,19,216.72,12.9,35.11,223.55,Credit Card,Delayed,Express,Mobile App,,4,4
19405236,888237,2024-11-15,Electronics,Wireless Headphones,1,85.79,16,85.79,0.0,14.41,86.47,PayPal,Delivered,Pickup,Website,FREESHIP,1,5
62300191,478084,2025-03-28,Electronics,Smart Watch,2,161.84,12,323.68,0.0,56.97,341.81,PayPal,Delivered,Standard,Website,WELCOME10,5,5
64543486,230603,2025-03-19,Books & Office,Data Analytics Book,1,41.46,0,41.46,5.9,8.29,55.65,Bank Transfer,Delivered,Standard,Mobile App,,8,5
32610760,741821,2025-03-20,Books & Office,Notebook Set,3,26.28,24,78.84,5.9,11.98,77.8,Apple Pay,Delivered,Standard,Marketplace,WELCOME10,2,5
55761919,888971,2025-11-11,Books & Office,Ergonomic Mouse,2,52.95,4,105.9,5.9,15.25,122.81,PayPal,Delivered,Standard,Website,,7,3
36714222,497108,2025-06-11,Beauty,Hair Dryer,2,68.78,5,137.56,0.0,26.14,156.82,Apple Pay,Delivered,Standard,Mobile App,WELCOME10,5,4
22418232,726493,2025-04-11,Home & Kitchen,Blender,2,75.16,17,150.32,0.0,9.61,134.38,Apple Pay,Delivered,Standard,Website,,5,5
56049466,859344,2025-09-08,Home & Kitchen,Blender,1,91.95,25,91.95,12.9,13.79,95.65,PayPal,Delivered,Express,Mobile App,,1,3
94382041,729914,2025-12-12,Electronics,Bluetooth Speaker,3,66.81,4,200.43,0.0,38.48,230.89,Apple Pay,Delivered,Standard,Mobile App,SAVE15,4,4
52096954,248706,2025-02-16,Books & Office,Office Chair,5,216.14,27,1080.7,12.9,157.78,959.59,PayPal,Delivered,Express,Mobile App,WELCOME10,1,4
74334872,769254,2025-09-02,Fashion,Classic Jeans,1,76.12,7,76.12,5.9,14.16,90.85,Credit Card,Delivered,Standard,Website,SAVE15,4,4
98825676,709841,2025-06-19,Electronics,Smart Watch,1,156.03,2,156.03,12.9,30.58,196.39,Credit Card,Delayed,Express,Website,FREESHIP,4,1
91924353,920139,2025-12-24,Electronics,Wireless Headphones,3,80.49,9,241.47,0.0,43.95,263.69,PayPal,Delivered,Pickup,Mobile App,VIP20,1,5
65096351,236070,2025-05-04,Beauty,Perfume,1,95.49,0,95.49,12.9,19.1,127.49,PayPal,Delivered,Express,Website,,2,4
59190902,463147,2025-05-06,Electronics,Bluetooth Speaker,2,61.1,0,122.2,0.0,24.44,146.64,Credit Card,Delivered,Standard,Website,,6,4
21082849,215222,2024-04-29,Beauty,Perfume,1,95.84,14,95.84,5.9,16.48,104.8,Credit Card,Delivered,Standard,Mobile App,,6,4
11236455,159766,2025-02-20,Sports,Yoga Mat,2,38.35,10,76.7,5.9,13.81,0.0,Credit Card,Cancelled,Standard,Website,,,
11490115,606502,2025-12-09,Home & Kitchen,Coffee Maker,1,87.55,31,87.55,5.9,12.08,0.0,PayPal,Cancelled,Standard,Mobile App,SAVE15,,
55399872,569244,2025-07-11,Books & Office,Office Chair,1,207.78,14,207.78,0.0,35.74,214.43,PayPal,Delivered,Standard,Website,WELCOME10,4,5
53048127,127177,2025-12-07,Beauty,Makeup Kit,1,57.39,16,57.39,5.9,9.64,63.75,Credit Card,Delivered,Standard,Mobile App,FREESHIP,4,4
10647601,105502,2025-12-07,Beauty,Hair Dryer,1,65.35,21,65.35,5.9,10.33,67.86,Google Pay,Delivered,Standard,Mobile App,,6,5
77745076,248706,2025-09-18,Electronics,Mechanical Keyboard,1,100.89,12,100.89,0.0,17.76,106.54,PayPal,Delivered,Pickup,Mobile App,SAVE15,2,5
13143677,119473,2025-10-04,Home & Kitchen,Blender,3,76.1,15,228.3,0.0,38.81,0.0,Bank Transfer,Cancelled,Pickup,Website,VIP20,,
64096718,727033,2025-12-08,Books & Office,Ergonomic Mouse,1,54.65,6,54.65,5.9,10.27,67.54,Credit Card,Delivered,Standard,Marketplace,FREESHIP,4,4
79058000,887269,2025-08-25,Fashion,Backpack,1,83.68,0,83.68,0.0,16.74,100.42,Bank Transfer,Delivered,Pickup,Website,,2,5
26838703,866265,2025-06-11,Beauty,Skin Care Set,2,71.18,2,142.36,0.0,27.9,167.41,Apple Pay,Delivered,Pickup,Website,,1,5
87201953,888237,2025-06-08,Fashion,Classic Jeans,1,75.05,7,75.05,12.9,13.96,96.66,PayPal,Delivered,Express,Mobile App,FREESHIP,2,5
47691066,246295,2025-05-07,Sports,Cycling Helmet,2,75.81,15,151.62,12.9,25.78,167.56,Bank Transfer,Delivered,Express,Marketplace,,1,5
90665654,851397,2024-09-13,Home & Kitchen,Desk Lamp,2,51.78,22,103.56,0.0,6.22,87.0,Credit Card,Delivered,Pickup,Website,,1,4
44461983,270516,2025-10-01,Fashion,Backpack,2,75.18,15,150.36,12.9,9.84,150.55,Credit Card,Delivered,Express,Website,FREESHIP,1,5
38522145,401833,2025-07-16,Electronics,Mechanical Keyboard,2,108.42,17,216.84,0.0,36.0,215.98,Google Pay,Delivered,Standard,Marketplace,VIP20,8,4
14523236,560426,2025-04-29,Electronics,Mechanical Keyboard,2,96.2,12,192.4,0.0,33.86,203.17,Credit Card,Delivered,Pickup,Mobile App,SAVE15,1,4
82943848,627996,2025-05-07,Beauty,Perfume,2,84.78,2,169.56,0.0,24.93,191.1,PayPal,Returned,Standard,Website,,3,
34226096,444949,2024-04-15,Books & Office,Notebook Set,1,27.68,7,27.68,5.9,5.15,36.79,Apple Pay,Delivered,Standard,Website,,5,4
60147135,436058,2025-09-19,Electronics,Bluetooth Speaker,2,68.94,15,137.88,0.0,23.44,140.64,Apple Pay,Delivered,Standard,Mobile App,,4,4
33377282,633842,2024-12-26,Sports,Resistance Bands,2,37.56,18,75.12,12.9,4.74,79.24,PayPal,Delivered,Express,Website,FREESHIP,2,4
75447673,778915,2025-12-13,Electronics,Mechanical Keyboard,1,87.35,21,87.35,12.9,13.8,95.71,Credit Card,Delivered,Express,Mobile App,SAVE15,1,4
46183175,204963,2025-12-08,Beauty,Hair Dryer,1,59.47,19,59.47,5.9,9.63,63.7,Credit Card,Delivered,Standard,Website,WELCOME10,5,5
30336404,833845,2024-09-04,Fashion,Running Shoes,2,102.2,24,204.4,0.0,31.07,186.41,Google Pay,Delivered,Standard,Website,,5,3
10230736,832849,2025-01-07,Sports,Resistance Bands,2,34.76,6,69.52,5.9,13.07,84.32,Google Pay,Delivered,Standard,Mobile App,,4,4
10241823,780313,2024-10-08,Electronics,Mechanical Keyboard,2,105.75,2,211.5,0.0,41.45,248.72,Credit Card,Delivered,Standard,Website,SAVE15,4,5
68986064,391759,2025-10-25,Beauty,Electric Toothbrush,2,77.7,2,155.4,0.0,22.84,175.13,Credit Card,Delivered,Pickup,Mobile App,FREESHIP,1,4
61883521,439102,2024-04-13,Books & Office,Notebook Set,1,21.73,2,21.73,12.9,4.26,38.46,Google Pay,Delivered,Express,Mobile App,FREESHIP,1,2
10405449,985158,2025-09-26,Electronics,Wireless Headphones,1,88.37,7,88.37,12.9,16.44,111.52,PayPal,Delivered,Express,Website,WELCOME10,3,5
24113758,551094,2025-08-20,Beauty,Makeup Kit,2,59.65,0,119.3,12.9,23.86,156.06,Credit Card,Delayed,Express,Website,,4,3
